4	9	10	55
4	10	10	64
4	11	10	74
4	12	10	7
4	13	10	17
4	14	10	26
4	15	10	36
4	16	9	7
4	17	9	17
4	18	9	26
4	19	9	36
4	20	9	45
4	21	9	55
4	22	9	64
4	23	9	74
4	24	8	7
4	25	8	17
4	26	8	26
4	27	8	36
4	28	8	45
4	29	8	55
4	30	8	64
4	31	8	74
5	0	11	46
5	1	11	56
5	2	11	65
5	3	11	75
5	4	11	8
5	5	11	18
5	6	11	27
5	7	11	37
5	8	10	46
5	9	10	56
5	10	10	65
5	11	10	75
5	12	10	8
5	13	10	18
5	14	10	27
5	15	10	37
5	16	9	6
5	17	9	16
5	18	9	25
5	19	9	35
5	20	9	44
5	21	9	54
5	22	9	63
5	23	9	73
5	24	8	6
5	25	8	16
5	26	8	25
5	27	8	35
5	28	8	44
5	29	8	54
5	30	8	63
5	31	8	73
6	0	11	47
6	1	11	57
6	2	11	67
6	3	11	76
6	4	11	9
6	5	11	19
6	6	11	29
6	7	11	38
6	8	10	47
6	9	10	57
6	10	10	67
6	11	10	76
6	12	10	9
6	13	10	19
6	14	10	29
6	15	10	38
6	16	9	5
6	17	9	14
6	18	9	24
6	19	9	34
6	20	9	43
6	21	9	52
6	22	9	62
6	23	9	72
6	24	8	5
6	25	8	14
6	26	8	24
6	27	8	34
6	28	8	43
6	29	8	52
6	30	8	62
6	31	8	72
7	0	11	48
7	1	11	58
7	2	11	68
7	3	11	77
7	4	11	10
7	5	11	20
7	6	11	30
7	7	11	39
7	8	10	48
7	9	10	58
7	10	10	68
7	11	10	77
7	12	10	10
7	13	10	20
7	14	10	30
7	15	10	39
7	16	9	4
7	17	9	13
7	18	9	23
7	19	9	33
7	20	9	42
7	21	9	51
7	22	9	61
7	23	9	71
7	24	8	4
7	25	8	13
7	26	8	23
7	27	8	33
7	28	8	42
7	29	8	51
7	30	8	61
7	31	8	71
8	0	11	49
8	1	11	59
8	2	11	69
8	3	11	78
8	4	11	11
8	5	11	21
8	6	11	31
8	7	11	40
8	8	10	49
8	9	10	59
8	10	10	69
8	11	10	78
8	12	10	11
8	13	10	21
8	14	10	31
8	15	10	40
8	16	9	3
8	17	9	12
8	18	9	22
8	19	9	32
8	20	9	41
8	21	9	50
8	22	9	60
8	23	9	70
8	24	8	3
8	25	8	12
8	26	8	22
8	27	8	32
8	28	8	41
8	29	8	50
8	30	8	60
8	31	8	70
9	0	15	70
9	1	15	60
9	2	15	50
9	3	15	41
9	4	15	32
9	5	15	22
9	6	15	12
9	7	15	3
9	8	14	70
9	9	14	60
9	10	14	50
9	11	14	41
9	12	14	32
9	13	14	22
9	14	14	12
9	15	14	3
9	16	13	40
9	17	13	31
9	18	13	21
9	19	13	11
9	20	13	78
9	21	13	69
9	22	13	59
9	23	13	49
9	24	12	40
9	25	12	31
9	26	12	21
9	27	12	11
9	28	12	78
9	29	12	69
9	30	12	59
9	31	12	49
10	0	15	71
10	1	15	61
10	2	15	51
10	3	15	42
10	4	15	33
10	5	15	23
10	6	15	13
10	7	15	4
10	8	14	71
10	9	14	61
10	10	14	51
10	11	14	42
10	12	14	33
10	13	14	23
10	14	14	13
10	15	14	4
10	16	13	39
10	17	13	30
10	18	13	20
10	19	13	10
10	20	13	77
10	21	13	68
10	22	13	58
10	23	13	48
10	24	12	39
10	25	12	30
10	26	12	20
10	27	12	10
10	28	12	77
10	29	12	68
10	30	12	58
10	31	12	48
11	0	15	72
11	1	15	62
11	2	15	52
11	3	15	43
11	4	15	34
11	5	15	24
11	6	15	14
11	7	15	5
11	8	14	72
11	9	14	62
11	10	14	52
11	11	14	43
11	12	14	34
11	13	14	24
11	14	14	14
11	15	14	5
11	16	13	38
11	17	13	29
11	18	13	19
11	19	13	9
11	20	13	76
11	21	13	67
11	22	13	57
11	23	13	47
11	24	12	38
11	25	12	29
11	26	12	19
11	27	12	9
11	28	12	76
11	29	12	67
11	30	12	57
11	31	12	47
12	0	15	73
12	1	15	63
12	2	15	54
12	3	15	44
12	4	15	35
12	5	15	25
12	6	15	16
12	7	15	6
12	8	14	73
12	9	14	63
12	10	14	54
12	11	14	44
12	12	14	35
12	13	14	25
12	14	14	16
12	15	14	6
12	16	13	37
12	17	13	27
12	18	13	18
12	19	13	8
12	20	13	75
12	21	13	65
12	22	13	56
12	23	13	46
12	24	12	37
12	25	12	27
12	26	12	18
12	27	12	8
12	28	12	75
12	29	12	65
12	30	12	56
12	31	12	46
13	0	15	74
13	1	15	64
13	2	15	55
13	3	15	45
13	4	15	36
13	5	15	26
13	6	15	17
13	7	15	7
13	8	14	74
13	9	14	64
13	10	14	55
13	11	14	45
13	12	14	36
13	13	14	26
13	14	14	17
13	15	14	7
13	16	13	36
13	17	13	26
13	18	13	17
13	19	13	7
13	20	13	74
13	21	13	64
13	22	13	55
13	23	13	45
13	24	12	36
13	25	12	26
13	26	12	17
13	27	12	7
13	28	12	74
13	29	12	64
13	30	12	55
13	31	12	45
14	0	15	75
14	1	15	65
14	2	15	56
14	3	15	46
14	4	15	37
14	5	15	27
14	6	15	18
14	7	15	8
14	8	14	75
14	9	14	65
14	10	14	56
14	11	14	46
14	12	14	37
14	13	14	27
14	14	14	18
14	15	14	8
14	16	13	35
14	17	13	25
14	18	13	16
14	19	13	6
14	20	13	73
14	21	13	63
14	22	13	54
14	23	13	44
14	24	12	35
14	25	12	25
14	26	12	16
14	27	12	6
14	28	12	73
14	29	12	63
14	30	12	54
14	31	12	44
15	0	15	76
15	1	15	67
15	2	15	57
15	3	15	47
15	4	15	38
15	5	15	29
15	6	15	19
15	7	15	9
15	8	14	76
15	9	14	67
15	10	14	57
15	11	14	47
15	12	14	38
15	13	14	29
15	14	14	19
15	15	14	9
15	16	13	34
15	17	13	24
15	18	13	14
15	19	13	5
15	20	13	72
15	21	13	62
15	22	13	52
15	23	13	43
15	24	12	34
15	25	12	24
15	26	12	14
15	27	12	5
15	28	12	72
15	29	12	62
15	30	12	52
15	31	12	43
16	0	15	77
16	1	15	68
16	2	15	58
16	3	15	48
16	4	15	39
16	5	15	30
16	6	15	20
16	7	15	10
16	8	14	77
16	9	14	68
16	10	14	58
16	11	14	48
16	12	14	39
16	13	14	30
16	14	14	20
16	15	14	10
16	16	13	33
16	17	13	23
16	18	13	13
16	19	13	4
16	20	13	71
16	21	13	61
16	22	13	51
16	23	13	42
16	24	12	33
16	25	12	23
16	26	12	13
16	27	12	4
16	28	12	71
16	29	12	61
16	30	12	51
16	31	12	42
17	0	15	78
17	1	15	69
17	2	15	59
17	3	15	49
17	4	15	40
17	5	15	31
17	6	15	21
17	7	15	11
17	8	14	78
17	9	14	69
17	10	14	59
17	11	14	49
17	12	14	40
17	13	14	31
17	14	14	21
17	15	14	11
17	16	13	32
17	17	13	22
17	18	13	12
17	19	13	3
17	20	13	70
17	21	13	60
17	22	13	50
17	23	13	41
17	24	12	32
17	25	12	22
17	26	12	12
17	27	12	3
17	28	12	70
17	29	12	60
17	30	12	50
17	31	12	41
18	0	3	41
18	1	3	50
18	2	3	60
18	3	3	70
18	4	3	3
18	5	3	12
18	6	3	22
18	7	3	32
18	8	2	41
18	9	2	50
18	10	2	60
18	11	2	70
18	12	2	3
18	13	2	12
18	14	2	22
18	15	2	32
18	16	1	11
18	17	1	21
18	18	1	31
18	19	1	40
18	20	1	49
18	21	1	59
18	22	1	69
18	23	1	78
18	24	0	11
18	25	0	21
18	26	0	31
18	27	0	40
18	28	0	49
18	29	0	59
18	30	0	69
18	31	0	78
19	0	3	42
19	1	3	51
19	2	3	61
19	3	3	71
19	4	3	4
19	5	3	13
19	6	3	23
19	7	3	33
19	8	2	42
19	9	2	51
19	10	2	61
19	11	2	71
19	12	2	4
19	13	2	13
19	14	2	23
19	15	2	33
19	16	1	10
19	17	1	20
19	18	1	30
19	19	1	39
19	20	1	48
19	21	1	58
19	22	1	68
19	23	1	77
19	24	0	10
19	25	0	20
19	26	0	30
19	27	0	39
19	28	0	48
19	29	0	58
19	30	0	68
19	31	0	77
20	0	3	43
20	1	3	52
20	2	3	62
20	3	3	72
20	4	3	5
20	5	3	14
20	6	3	24
20	7	3	34
20	8	2	43
20	9	2	52
20	10	2	62
20	11	2	72
20	12	2	5
20	13	2	14
20	14	2	24
20	15	2	34
20	16	1	9
20	17	1	19
20	18	1	29
20	19	1	38
20	20	1	47
20	21	1	57
20	22	1	67
20	23	1	76
20	24	0	9
20	25	0	19
20	26	0	29
20	27	0	38
20	28	0	47
20	29	0	57
20	30	0	67
20	31	0	76
21	0	3	44
21	1	3	54
21	2	3	63
21	3	3	73
21	4	3	6
21	5	3	16
21	6	3	25
21	7	3	35
21	8	2	44
21	9	2	54
21	10	2	63
21	11	2	73
21	12	2	6
21	13	2	16
21	14	2	25
21	15	2	35
21	16	1	8
21	17	1	18
21	18	1	27
21	19	1	37
21	20	1	46
21	21	1	56
21	22	1	65
21	23	1	75
21	24	0	8
21	25	0	18
21	26	0	27
21	27	0	37
21	28	0	46
21	29	0	56
21	30	0	65
21	31	0	75
22	0	3	45
22	1	3	55
22	2	3	64
22	3	3	74
22	4	3	7
22	5	3	17
22	6	3	26
22	7	3	36
22	8	2	45
22	9	2	55
22	10	2	64
22	11	2	74
22	12	2	7
22	13	2	17
22	14	2	26
22	15	2	36
22	16	1	7
22	17	1	17
22	18	1	26
22	19	1	36
22	20	1	45
22	21	1	55
22	22	1	64
22	23	1	74
22	24	0	7
22	25	0	17
22	26	0	26
22	27	0	36
22	28	0	45
22	29	0	55
22	30	0	64
22	31	0	74
23	0	3	46
23	1	3	56
23	2	3	65
23	3	3	75
23	4	3	8
23	5	3	18
23	6	3	27
23	7	3	37
23	8	2	46
23	9	2	56
23	10	2	65
23	11	2	75
23	12	2	8
23	13	2	18
23	14	2	27
23	15	2	37
23	16	1	6
23	17	1	16
23	18	1	25
23	19	1	35
23	20	1	44
23	21	1	54
23	22	1	63
23	23	1	73
23	24	0	6
23	25	0	16
23	26	0	25
23	27	0	35
23	28	0	44
23	29	0	54
23	30	0	63
23	31	0	73
24	0	3	47
24	1	3	57
24	2	3	67
24	3	3	76
24	4	3	9
24	5	3	19
24	6	3	29
24	7	3	38
24	8	2	47
24	9	2	57
24	10	2	67
24	11	2	76
24	12	2	9
24	13	2	19
24	14	2	29
24	15	2	38
24	16	1	5
24	17	1	14
24	18	1	24
24	19	1	34
24	20	1	43
24	21	1	52
24	22	1	62
24	23	1	72
24	24	0	5
24	25	0	14
24	26	0	24
24	27	0	34
24	28	0	43
24	29	0	52
24	30	0	62
24	31	0	72
25	0	3	48
25	1	3	58
25	2	3	68
25	3	3	77
25	4	3	10
25	5	3	20
25	6	3	30
25	7	3	39
25	8	2	48
25	9	2	58
25	10	2	68
25	11	2	77
25	12	2	10
25	13	2	20
25	14	2	30
25	15	2	39
25	16	1	4
25	17	1	13
25	18	1	23
25	19	1	33
25	20	1	42
25	21	1	51
25	22	1	61
25	23	1	71
25	24	0	4
25	25	0	13
25	26	0	23
25	27	0	33
25	28	0	42
25	29	0	51
25	30	0	61
25	31	0	71
26	0	3	49
26	1	3	59
26	2	3	69
26	3	3	78
26	4	3	11
26	5	3	21
26	6	3	31
26	7	3	40
26	8	2	49
26	9	2	59
26	10	2	69
26	11	2	78
26	12	2	11
26	13	2	21
26	14	2	31
26	15	2	40
26	16	1	3
26	17	1	12
26	18	1	22
26	19	1	32
26	20	1	41
26	21	1	50
26	22	1	60
26	23	1	70
26	24	0	3
26	25	0	12
26	26	0	22
26	27	0	32
26	28	0	41
26	29	0	50
26	30	0	60
26	31	0	70
27	0	7	70
27	1	7	60
27	2	7	50
27	3	7	41
27	4	7	32
27	5	7	22
27	6	7	12
27	7	7	3
27	8	6	70
27	9	6	60
27	10	6	50
27	11	6	41
27	12	6	32
27	13	6	22
27	14	6	12
27	15	6	3
27	16	5	40
27	17	5	31
27	18	5	21
27	19	5	11
27	20	5	78
27	21	5	69
27	22	5	59
27	23	5	49
27	24	4	40
27	25	4	31
27	26	4	21
27	27	4	11
27	28	4	78
27	29	4	69
27	30	4	59
27	31	4	49
28	0	7	71
28	1	7	61
28	2	7	51
28	3	7	42
28	4	7	33
28	5	7	23
28	6	7	13
28	7	7	4
28	8	6	71
28	9	6	61
28	10	6	51
28	11	6	42
28	12	6	33
28	13	6	23
28	14	6	13
28	15	6	4
28	16	5	39
28	17	5	30
28	18	5	20
28	19	5	10
28	20	5	77
28	21	5	68
28	22	5	58
28	23	5	48
28	24	4	39
28	25	4	30
28	26	4	20
28	27	4	10
28	28	4	77
28	29	4	68
28	30	4	58
28	31	4	48
29	0	7	72
29	1	7	62
29	2	7	52
29	3	7	43
29	4	7	34
29	5	7	24
29	6	7	14
29	7	7	5
29	8	6	72
29	9	6	62
29	10	6	52
29	11	6	43
29	12	6	34
29	13	6	24
29	14	6	14
29	15	6	5
29	16	5	38
29	17	5	29
29	18	5	19
29	19	5	9
29	20	5	76
29	21	5	67
29	22	5	57
29	23	5	47
29	24	4	38
29	25	4	29
29	26	4	19
29	27	4	9
29	28	4	76
29	29	4	67
29	30	4	57
29	31	4	47
30	0	7	73
30	1	7	63
30	2	7	54
30	3	7	44
30	4	7	35
30	5	7	25
30	6	7	16
30	7	7	6
30	8	6	73
30	9	6	63
30	10	6	54
30	11	6	44
30	12	6	35
30	13	6	25
30	14	6	16
30	15	6	6
30	16	5	37
30	17	5	27
30	18	5	18
30	19	5	8
30	20	5	75
30	21	5	65
30	22	5	56
30	23	5	46
30	24	4	37
30	25	4	27
30	26	4	18
30	27	4	8
30	28	4	75
30	29	4	65
30	30	4	56
30	31	4	46
31	0	7	74
31	1	7	64
31	2	7	55
31	3	7	45
31	4	7	36
31	5	7	26
31	6	7	17
31	7	7	7
31	8	6	74
31	9	6	64
31	10	6	55
31	11	6	45
31	12	6	36
31	13	6	26
31	14	6	17
31	15	6	7
31	16	5	36
31	17	5	26
31	18	5	17
31	19	5	7
31	20	5	74
31	21	5	64
31	22	5	55
31	23	5	45
31	24	4	36
31	25	4	26
31	26	4	17
31	27	4	7
31	28	4	74
31	29	4	64
31	30	4	55
31	31	4	45
32	0	7	75
32	1	7	65
32	2	7	56
32	3	7	46
32	4	7	37
32	5	7	27
32	6	7	18
32	7	7	8
32	8	6	75
32	9	6	65
32	10	6	56
32	11	6	46
32	12	6	37
32	13	6	27
32	14	6	18
32	15	6	8
32	16	5	35
32	17	5	25
32	18	5	16
32	19	5	6
32	20	5	73
32	21	5	63
32	22	5	54
32	23	5	44
32	24	4	35
32	25	4	25
32	26	4	16
32	27	4	6
32	28	4	73
32	29	4	63
32	30	4	54
32	31	4	44
33	0	7	76
33	1	7	67
33	2	7	57
33	3	7	47
33	4	7	38
33	5	7	29
33	6	7	19
33	7	7	9
33	8	6	76
33	9	6	67
33	10	6	57
33	11	6	47
33	12	6	38
33	13	6	29
33	14	6	19
33	15	6	9
33	16	5	34
33	17	5	24
33	18	5	14
33	19	5	5
33	20	5	72
33	21	5	62
33	22	5	52
33	23	5	43
33	24	4	34
33	25	4	24
33	26	4	14
33	27	4	5
33	28	4	72
33	29	4	62
33	30	4	52
33	31	4	43
34	0	7	77
34	1	7	68
34	2	7	58
34	3	7	48
34	4	7	39
34	5	7	30
34	6	7	20
34	7	7	10
34	8	6	77
34	9	6	68
34	10	6	58
34	11	6	48
34	12	6	39
34	13	6	30
34	14	6	20
34	15	6	10
34	16	5	33
34	17	5	23
34	18	5	13
34	19	5	4
34	20	5	71
34	21	5	61
34	22	5	51
34	23	5	42
34	24	4	33
34	25	4	23
34	26	4	13
34	27	4	4
34	28	4	71
34	29	4	61
34	30	4	51
34	31	4	42
35	0	7	78
35	1	7	69
35	2	7	59
35	3	7	49
35	4	7	40
35	5	7	31
35	6	7	21
35	7	7	11
35	8	6	78
35	9	6	69
35	10	6	59
35	11	6	49
35	12	6	40
35	13	6	31
35	14	6	21
35	15	6	11
35	16	5	32
35	17	5	22
35	18	5	12
35	19	5	3
35	20	5	70
35	21	5	60
35	22	5	50
35	23	5	41
35	24	4	32
35	25	4	22
35	26	4	12
35	27	4	3
35	28	4	70
35	29	4	60
35	30	4	50
35	31	4	41
